criteria,cost_of_bike,assistance,segment,rating,price,provider,rank,location,product_variant,month
Fahrrad,4000,No,None,2.1,28.64,Verias,18,hesse,Premium,September
Fahrrad,4000,No,None,1.4,34.31,Adam Riese,19,hesse,Tarif XL,September
Fahrrad,4000,No,None,1.3,37.73,Adam Riese,20,hesse,Tarif XXL,September
Fahrrad,3500,No,Price-performance recommendation,1.3,5.99,Schutzgarant,1,hesse,BronzePlus,September
Fahrrad,3500,No,None,1.5,7.4,Hepster,2,hesse,Basic,September
Fahrrad,3500,No,None,1.2,7.42,Schutzgarant,3,hesse,GoldPlus,September
Fahrrad,3500,No,None,1.6,7.5,GVO,4,hesse,TOP-VIT,September
Fahrrad,3500,No,None,1.5,8.02,MVK,5,hesse,Klassik,September
Fahrrad,3500,No,None,1.3,8.49,Hepster,6,hesse,Premium,September
Fahrrad,3500,No,None,1.4,8.5,GVO,7,hesse,TOP-VIT Plus,September
Fahrrad,3500,No,Performance recommendation,1.0,10.02,Janitos,8,hesse,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,3500,No,None,1.1,10.1,Hepster,9,hesse,Superior,September
Fahrrad,3500,No,None,2.1,10.21,Neodigital,10,hesse,Neo mobil S,September
Fahrrad,3500,No,None,1.3,10.26,Ammerländer,11,hesse,Classic,September
Fahrrad,3500,No,None,1.7,12.92,ADAC,12,hesse,Einzel Kombi,September
Fahrrad,3500,No,None,1.6,13.24,Neodigital,13,hesse,Neo mobil M,September
Fahrrad,3500,No,None,1.0,13.71,Neodigital,14,hesse,Neo mobil L,September
Fahrrad,3500,No,None,2.3,13.77,Bikmo,15,hesse,Plus,September
Fahrrad,3500,No,None,1.7,14.36,ADAC,16,hesse,Einzel Kombi für Nicht-Mitglieder,September
Fahrrad,3500,No,None,2.2,21.94,Verias,17,hesse,Comfort,September
Fahrrad,3500,No,None,2.1,26.31,Verias,18,hesse,Premium,September
Fahrrad,3500,No,None,1.4,32.01,Adam Riese,19,hesse,Tarif XL,September
Fahrrad,3500,No,None,1.3,35.21,Adam Riese,20,hesse,Tarif XXL,September
Fahrrad,3000,No,Cheap,1.5,5.02,Hepster,1,hesse,Basic,September
Fahrrad,3000,No,Price-performance recommendation,1.3,5.04,Schutzgarant,2,hesse,BronzePlus,September
Fahrrad,3000,No,None,1.6,5.33,GVO,3,hesse,TOP-VIT,September
Fahrrad,3000,No,None,1.3,6.5,Hepster,4,hesse,Premium,September
Fahrrad,3000,No,None,1.2,6.56,Schutzgarant,5,hesse,GoldPlus,September
Fahrrad,3000,No,None,1.3,6.6,Ammerländer,6,hesse,Classic,September
Fahrrad,3000,No,None,1.1,6.9,Hepster,7,hesse,Superior,September
Fahrrad,3000,No,None,1.5,7.06,MVK,8,hesse,Klassik,September
Fahrrad,3000,No,None,1.4,7.42,GVO,9,hesse,TOP-VIT Plus,September
Fahrrad,3000,No,Performance recommendation,1.0,8.88,Janitos,10,hesse,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,3000,No,None,2.1,9.52,Neodigital,11,hesse,Neo mobil S,September
Fahrrad,3000,No,None,2.3,9.78,Bikmo,12,hesse,Plus,September
Fahrrad,3000,No,None,1.7,11.46,ADAC,13,hesse,Einzel Kombi,September
Fahrrad,3000,No,None,1.6,11.95,Neodigital,14,hesse,Neo mobil M,September
Fahrrad,3000,No,None,1.0,12.37,Neodigital,15,hesse,Neo mobil L,September
Fahrrad,3000,No,None,1.7,12.73,ADAC,16,hesse,Einzel Kombi für Nicht-Mitglieder,September
Fahrrad,3000,No,None,2.2,18.8,Verias,17,hesse,Comfort,September
Fahrrad,3000,No,None,2.1,22.55,Verias,18,hesse,Premium,September
Fahrrad,3000,No,None,1.4,29.73,Adam Riese,19,hesse,Tarif XL,September
Fahrrad,3000,No,None,1.3,32.69,Adam Riese,20,hesse,Tarif XXL,September
Fahrrad,2500,No,Cheap,1.5,4.77,Hepster,1,hesse,Basic,September
Fahrrad,2500,No,Price-performance recommendation,1.3,4.79,Schutzgarant,2,hesse,BronzePlus,September
Fahrrad,2500,No,None,1.6,4.83,GVO,3,hesse,TOP-VIT,September
Fahrrad,2500,No,None,1.5,5.37,MVK,4,hesse,Klassik,September
Fahrrad,2500,No,None,1.3,5.95,Hepster,5,hesse,Premium,September
Fahrrad,2500,No,None,1.2,5.98,Schutzgarant,6,hesse,GoldPlus,September
Fahrrad,2500,No,None,1.1,6.5,Hepster,7,hesse,Superior,September
Fahrrad,2500,No,None,1.3,6.6,Ammerländer,8,hesse,Classic,September
Fahrrad,2500,No,None,1.4,7.08,GVO,9,hesse,TOP-VIT Plus,September
Fahrrad,2500,No,Performance recommendation,1.0,7.82,Janitos,10,hesse,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,2500,No,None,2.3,8.72,Bikmo,11,hesse,Plus,September
Fahrrad,2500,No,None,2.1,8.86,Neodigital,12,hesse,Neo mobil S,September
Fahrrad,2500,No,None,1.7,10.33,ADAC,13,hesse,Einzel Kombi,September
Fahrrad,2500,No,None,1.6,10.71,Neodigital,14,hesse,Neo mobil M,September
Fahrrad,2500,No,None,1.0,11.08,Neodigital,15,hesse,Neo mobil L,September
Fahrrad,2500,No,None,1.7,11.48,ADAC,16,hesse,Einzel Kombi für Nicht-Mitglieder,September
Fahrrad,2500,No,None,2.2,17.23,Verias,17,hesse,Comfort,September
Fahrrad,2500,No,None,2.1,20.65,Verias,18,hesse,Premium,September
Fahrrad,2500,No,None,1.4,27.43,Adam Riese,19,hesse,Tarif XL,September
Fahrrad,2500,No,None,1.3,30.18,Adam Riese,20,hesse,Tarif XXL,September
Fahrrad,2000,No,Cheap,1.5,4.06,Hepster,1,hesse,Basic,September
Fahrrad,2000,No,None,1.6,4.08,GVO,2,hesse,TOP-VIT,September
Fahrrad,2000,No,Price-performance recommendation,1.3,4.48,Schutzgarant,3,hesse,BronzePlus,September
Fahrrad,2000,No,None,1.5,4.62,MVK,4,hesse,Klassik,September
Fahrrad,2000,No,None,1.3,5.4,Hepster,5,hesse,Premium,September
Fahrrad,2000,No,None,1.1,5.6,Hepster,6,hesse,Superior,September
Fahrrad,2000,No,None,1.3,5.7,Ammerländer,7,hesse,Classic,September
Fahrrad,2000,No,None,1.2,5.97,Schutzgarant,8,hesse,GoldPlus,September
Fahrrad,2000,No,None,1.4,6.08,GVO,9,hesse,TOP-VIT Plus,September
Fahrrad,2000,No,Performance recommendation,1.0,6.75,Janitos,10,hesse,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,2000,No,None,2.3,7.58,Bikmo,11,hesse,Plus,September
Fahrrad,2000,No,None,2.1,7.95,Neodigital,12,hesse,Neo mobil S,September
Fahrrad,2000,No,None,1.7,8.58,ADAC,13,hesse,Einzel Kombi,September
Fahrrad,2000,No,None,1.6,9.18,Neodigital,14,hesse,Neo mobil M,September
Fahrrad,2000,No,None,1.0,9.48,Neodigital,15,hesse,Neo mobil L,September
Fahrrad,2000,No,None,1.7,9.54,ADAC,16,hesse,Einzel Kombi für Nicht-Mitglieder,September
Fahrrad,2000,No,None,2.2,13.78,Verias,17,hesse,Comfort,September
Fahrrad,2000,No,None,2.1,16.52,Verias,18,hesse,Premium,September
Fahrrad,2000,No,None,1.4,25.14,Adam Riese,19,hesse,Tarif XL,September
Fahrrad,2000,No,None,1.3,27.66,Adam Riese,20,hesse,Tarif XXL,September
Fahrrad,1500,No,Cheap,1.5,3.98,Hepster,1,hesse,Basic,September
Fahrrad,1500,No,None,1.6,4.0,GVO,2,hesse,TOP-VIT,September
Fahrrad,1500,No,None,1.5,4.3,MVK,3,hesse,Klassik,September
Fahrrad,1500,No,Price-performance recommendation,1.3,4.31,Schutzgarant,4,hesse,BronzePlus,September
Fahrrad,1500,No,None,1.3,5.2,Hepster,5,hesse,Premium,September
Fahrrad,1500,No,None,1.2,5.21,Schutzgarant,6,hesse,GoldPlus,September
Fahrrad,1500,No,None,1.1,5.6,Hepster,7,hesse,Superior,September
Fahrrad,1500,No,Performance recommendation,1.0,5.69,Janitos,8,hesse,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,1500,No,None,1.3,5.7,Ammerländer,9,hesse,Classic,September
Fahrrad,1500,No,None,1.4,5.83,GVO,10,hesse,TOP-VIT Plus,September
Fahrrad,1500,No,None,2.3,6.33,Bikmo,11,hesse,Plus,September
Fahrrad,1500,No,None,2.1,6.9,Neodigital,12,hesse,Neo mobil S,September
Fahrrad,1500,No,None,1.7,7.27,ADAC,13,hesse,Einzel Kombi,September
Fahrrad,1500,No,None,1.6,7.71,Neodigital,14,hesse,Neo mobil M,September
Fahrrad,1500,No,None,1.0,7.85,Neodigital,15,hesse,Neo mobil L,September
Fahrrad,1500,No,None,1.7,8.08,ADAC,16,hesse,Einzel Kombi für Nicht-Mitglieder,September
Fahrrad,1500,No,None,2.2,12.39,Verias,17,hesse,Comfort,September
Fahrrad,1500,No,None,2.1,14.88,Verias,18,hesse,Premium,September
Fahrrad,1500,No,None,1.4,22.85,Adam Riese,19,hesse,Tarif XL,September
Fahrrad,1500,No,None,1.3,25.13,Adam Riese,20,hesse,Tarif XXL,September
Fahrrad,1000,No,Cheap,1.5,3.9,Hepster,1,hesse,Basic,September
Fahrrad,1000,No,Price-performance recommendation,1.3,3.92,Schutzgarant,2,hesse,BronzePlus,September
Fahrrad,1000,No,None,1.6,4.0,GVO,3,hesse,TOP-VIT,September
Fahrrad,1000,No,None,1.5,4.3,MVK,4,hesse,Klassik,September
Fahrrad,1000,No,None,1.3,4.9,Hepster,5,hesse,Premium,September
Fahrrad,1000,No,None,2.3,4.91,Bikmo,6,hesse,Plus,September
Fahrrad,1000,No,None,1.1,5.1,Hepster,7,hesse,Superior,September
Fahrrad,1000,No,None,1.2,5.19,Schutzgarant,8,hesse,GoldPlus,September
Fahrrad,1000,No,None,1.3,5.2,Ammerländer,9,hesse,Classic,September
Fahrrad,1000,No,None,1.4,5.42,GVO,10,hesse,TOP-VIT Plus,September
Fahrrad,1000,No,None,2.1,5.68,Neodigital,11,hesse,Neo mobil S,September
Fahrrad,1000,No,Performance recommendation,1.0,5.69,Janitos,12,hesse,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,1000,No,None,1.6,6.3,Neodigital,13,hesse,Neo mobil M,September
Fahrrad,1000,No,None,1.0,6.41,Neodigital,14,hesse,Neo mobil L,September
Fahrrad,1000,No,None,1.7,6.54,ADAC,15,hesse,Einzel Kombi,September
Fahrrad,1000,No,None,1.7,7.26,ADAC,16,hesse,Einzel Kombi für Nicht-Mitglieder,September
Fahrrad,1000,No,None,2.2,8.26,Verias,17,hesse,Comfort,September
Fahrrad,1000,No,None,2.1,9.92,Verias,18,hesse,Premium,September
Fahrrad,1000,No,None,1.4,20.55,Adam Riese,19,hesse,Tarif XL,September
Fahrrad,1000,No,None,1.3,22.61,Adam Riese,20,hesse,Tarif XXL,September
Fahrrad,750,No,Cheap,1.5,3.9,Hepster,1,hesse,Basic,September
Fahrrad,750,No,Price-performance recommendation,1.3,3.92,Schutzgarant,2,hesse,BronzePlus,September
Fahrrad,750,No,None,1.6,4.0,GVO,3,hesse,TOP-VIT,September
Fahrrad,750,No,None,1.5,4.3,MVK,4,hesse,Klassik,September
Fahrrad,750,No,None,2.3,4.46,Bikmo,5,hesse,Plus,September
Fahrrad,750,No,None,2.1,4.81,Neodigital,6,hesse,Neo mobil S,September
Fahrrad,750,No,None,1.3,4.9,Hepster,7,hesse,Premium,September
Fahrrad,750,No,None,1.1,5.1,Hepster,8,hesse,Superior,September
Fahrrad,750,No,None,1.2,5.19,Schutzgarant,9,hesse,GoldPlus,September
Fahrrad,750,No,None,1.3,5.2,Ammerländer,10,hesse,Classic,September
Fahrrad,750,No,None,1.6,5.29,Neodigital,11,hesse,Neo mobil M,September
Fahrrad,750,No,Performance recommendation,1.0,5.37,Neodigital,12,hesse,Neo mobil L,September
Fahrrad,750,No,None,1.4,5.42,GVO,13,hesse,TOP-VIT Plus,September
Fahrrad,750,No,None,1.0,5.69,Janitos,14,hesse,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,750,No,None,1.7,6.54,ADAC,15,hesse,Einzel Kombi,September
Fahrrad,750,No,None,2.2,7.08,Verias,16,hesse,Comfort,September
Fahrrad,750,No,None,1.7,7.26,ADAC,17,hesse,Einzel Kombi für Nicht-Mitglieder,September
Fahrrad,750,No,None,2.1,8.5,Verias,18,hesse,Premium,September
Fahrrad,750,No,None,1.4,19.41,Adam Riese,19,hesse,Tarif XL,September
Fahrrad,750,No,None,1.3,21.35,Adam Riese,20,hesse,Tarif XXL,September
Fahrrad,500,No,Cheap,1.5,3.9,Hepster,1,hesse,Basic,September
Fahrrad,500,No,Price-performance recommendation,1.3,3.92,Schutzgarant,2,hesse,BronzePlus,September
Fahrrad,500,No,None,1.6,4.0,GVO,3,hesse,TOP-VIT,September
Fahrrad,500,No,None,2.1,4.17,Neodigital,4,hesse,Neo mobil S,September
Fahrrad,500,No,None,1.6,4.18,Neodigital,5,hesse,Neo mobil M,September
Fahrrad,500,No,Performance recommendation,1.0,4.24,Neodigital,6,hesse,Neo mobil L,September
Fahrrad,500,No,None,1.5,4.3,MVK,7,hesse,Klassik,September
Fahrrad,500,No,None,2.3,4.46,Bikmo,8,hesse,Plus,September
Fahrrad,500,No,None,1.3,4.9,Hepster,9,hesse,Premium,September
Fahrrad,500,No,None,1.1,5.1,Hepster,10,hesse,Superior,September
Fahrrad,500,No,None,1.2,5.19,Schutzgarant,11,hesse,GoldPlus,September
Fahrrad,500,No,None,1.3,5.2,Ammerländer,12,hesse,Classic,September
Fahrrad,500,No,None,1.4,5.42,GVO,13,hesse,TOP-VIT Plus,September
Fahrrad,500,No,None,1.0,5.69,Janitos,14,hesse,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,500,No,None,1.7,6.53,ADAC,15,hesse,Einzel Kombi,September
Fahrrad,500,No,None,2.2,7.08,Verias,16,hesse,Comfort,September
Fahrrad,500,No,None,1.7,7.26,ADAC,17,hesse,Einzel Kombi für Nicht-Mitglieder,September
Fahrrad,500,No,None,2.1,8.5,Verias,18,hesse,Premium,September
Fahrrad,500,No,None,1.4,18.27,Adam Riese,19,hesse,Tarif XL,September
Fahrrad,500,No,None,1.3,20.09,Adam Riese,20,hesse,Tarif XXL,September
Fahrrad,12000,No,Price-performance recommendation,1.3,25.75,Schutzgarant,1,north rhine-westphalia,BronzePlus,September
Fahrrad,12000,No,None,1.2,28.24,Schutzgarant,2,north rhine-westphalia,GoldPlus,September
Fahrrad,12000,No,None,1.0,32.76,Janitos,3,north rhine-westphalia,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,12000,No,None,1.4,33.33,GVO,4,north rhine-westphalia,TOP-VIT Plus,September
Fahrrad,11000,No,Price-performance recommendation,1.3,23.48,Schutzgarant,1,north rhine-westphalia,BronzePlus,September
Fahrrad,11000,No,None,1.2,25.75,Schutzgarant,2,north rhine-westphalia,GoldPlus,September
Fahrrad,11000,No,None,1.0,30.03,Janitos,3,north rhine-westphalia,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,11000,No,None,1.4,31.67,GVO,4,north rhine-westphalia,TOP-VIT Plus,September
Fahrrad,10000,No,Price-performance recommendation,1.3,19.9,Schutzgarant,1,north rhine-westphalia,BronzePlus,September
Fahrrad,10000,No,None,1.6,20.42,GVO,2,north rhine-westphalia,TOP-VIT,September
Fahrrad,10000,No,None,1.5,20.46,MVK,3,north rhine-westphalia,Klassik,September
Fahrrad,10000,No,None,1.5,20.9,Hepster,4,north rhine-westphalia,Basic,September
Fahrrad,10000,No,None,1.2,23.03,Schutzgarant,5,north rhine-westphalia,GoldPlus,September
Fahrrad,10000,No,None,2.1,25.47,Neodigital,6,north rhine-westphalia,Neo mobil S,September
Fahrrad,10000,No,None,1.3,25.5,Hepster,7,north rhine-westphalia,Premium,September
Fahrrad,10000,No,None,1.1,26.5,Hepster,8,north rhine-westphalia,Superior,September
Fahrrad,10000,No,None,1.3,26.78,Ammerländer,9,north rhine-westphalia,Classic,September
Fahrrad,10000,No,Performance recommendation,1.0,27.3,Janitos,10,north rhine-westphalia,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,10000,No,None,1.4,30.83,GVO,11,north rhine-westphalia,TOP-VIT Plus,September
Fahrrad,10000,No,None,1.6,34.31,Neodigital,12,north rhine-westphalia,Neo mobil M,September
Fahrrad,10000,No,None,1.0,35.57,Neodigital,13,north rhine-westphalia,Neo mobil L,September
Fahrrad,10000,No,None,2.3,37.92,Bikmo,14,north rhine-westphalia,Plus,September
Fahrrad,10000,No,None,2.2,59.7,Verias,15,north rhine-westphalia,Comfort,September
Fahrrad,10000,No,None,1.4,61.82,Adam Riese,16,north rhine-westphalia,Tarif XL,September
Fahrrad,10000,No,None,1.3,68.0,Adam Riese,17,north rhine-westphalia,Tarif XXL,September
Fahrrad,10000,No,None,2.1,71.6,Verias,18,north rhine-westphalia,Premium,September
Fahrrad,9000,No,Price-performance recommendation,1.3,17.89,Schutzgarant,1,north rhine-westphalia,BronzePlus,September
Fahrrad,9000,No,None,1.6,18.17,GVO,2,north rhine-westphalia,TOP-VIT,September
Fahrrad,9000,No,None,1.5,18.24,MVK,3,north rhine-westphalia,Klassik,September
Fahrrad,9000,No,None,1.5,18.5,Hepster,4,north rhine-westphalia,Basic,September
Fahrrad,9000,No,None,1.2,20.71,Schutzgarant,5,north rhine-westphalia,GoldPlus,September
Fahrrad,9000,No,None,2.1,22.92,Neodigital,6,north rhine-westphalia,Neo mobil S,September
Fahrrad,9000,No,None,1.3,23.1,Hepster,7,north rhine-westphalia,Premium,September
Fahrrad,9000,No,None,1.1,24.1,Hepster,8,north rhine-westphalia,Superior,September
Fahrrad,9000,No,None,1.3,24.3,Ammerländer,9,north rhine-westphalia,Classic,September
Fahrrad,9000,No,Performance recommendation,1.0,24.57,Janitos,10,north rhine-westphalia,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,9000,No,None,1.4,25.42,GVO,11,north rhine-westphalia,TOP-VIT Plus,September
Fahrrad,9000,No,None,1.6,30.88,Neodigital,12,north rhine-westphalia,Neo mobil M,September
Fahrrad,9000,No,None,1.7,31.26,ADAC,13,north rhine-westphalia,Einzel Kombi,September
Fahrrad,9000,No,None,1.0,32.01,Neodigital,14,north rhine-westphalia,Neo mobil L,September
Fahrrad,9000,No,None,2.3,34.14,Bikmo,15,north rhine-westphalia,Plus,September
Fahrrad,9000,No,None,1.7,34.74,ADAC,16,north rhine-westphalia,Einzel Kombi für Nicht-Mitglieder,September
Fahrrad,9000,No,None,2.2,53.73,Verias,17,north rhine-westphalia,Comfort,September
Fahrrad,9000,No,None,1.4,57.23,Adam Riese,18,north rhine-westphalia,Tarif XL,September
Fahrrad,9000,No,None,1.3,62.95,Adam Riese,19,north rhine-westphalia,Tarif XXL,September
Fahrrad,9000,No,None,2.1,64.44,Verias,20,north rhine-westphalia,Premium,September
Fahrrad,8000,No,Price-performance recommendation,1.3,15.88,Schutzgarant,1,north rhine-westphalia,BronzePlus,September
Fahrrad,8000,No,None,1.5,16.15,Hepster,2,north rhine-westphalia,Basic,September
Fahrrad,8000,No,None,1.6,16.25,GVO,3,north rhine-westphalia,TOP-VIT,September
Fahrrad,8000,No,None,1.5,16.26,MVK,4,north rhine-westphalia,Klassik,September
Fahrrad,8000,No,None,1.2,18.38,Schutzgarant,5,north rhine-westphalia,GoldPlus,September
Fahrrad,8000,No,None,2.1,20.38,Neodigital,6,north rhine-westphalia,Neo mobil S,September
Fahrrad,8000,No,None,1.3,21.5,Hepster,7,north rhine-westphalia,Premium,September
Fahrrad,8000,No,None,1.3,21.82,Ammerländer,8,north rhine-westphalia,Classic,September
Fahrrad,8000,No,Performance recommendation,1.0,21.84,Janitos,9,north rhine-westphalia,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,8000,No,None,1.4,22.08,GVO,10,north rhine-westphalia,TOP-VIT Plus,September
Fahrrad,8000,No,None,1.1,22.5,Hepster,11,north rhine-westphalia,Superior,September
Fahrrad,8000,No,None,1.6,27.45,Neodigital,12,north rhine-westphalia,Neo mobil M,September
Fahrrad,8000,No,None,1.7,27.76,ADAC,13,north rhine-westphalia,Einzel Kombi,September
Fahrrad,8000,No,None,1.0,28.45,Neodigital,14,north rhine-westphalia,Neo mobil L,September
Fahrrad,8000,No,None,2.3,30.36,Bikmo,15,north rhine-westphalia,Plus,September
Fahrrad,8000,No,None,1.7,30.85,ADAC,16,north rhine-westphalia,Einzel Kombi für Nicht-Mitglieder,September
Fahrrad,8000,No,None,2.2,47.76,Verias,17,north rhine-westphalia,Comfort,September
Fahrrad,8000,No,None,1.4,52.65,Adam Riese,18,north rhine-westphalia,Tarif XL,September
Fahrrad,8000,No,None,2.1,57.28,Verias,19,north rhine-westphalia,Premium,September
Fahrrad,8000,No,None,1.3,57.91,Adam Riese,20,north rhine-westphalia,Tarif XXL,September
Fahrrad,7000,No,Price-performance recommendation,1.3,13.69,Schutzgarant,1,north rhine-westphalia,BronzePlus,September
Fahrrad,7000,No,None,1.5,14.2,Hepster,2,north rhine-westphalia,Basic,September
Fahrrad,7000,No,None,1.5,14.4,MVK,3,north rhine-westphalia,Klassik,September
Fahrrad,7000,No,None,1.6,15.0,GVO,4,north rhine-westphalia,TOP-VIT,September
Fahrrad,7000,No,None,1.2,15.85,Schutzgarant,5,north rhine-westphalia,GoldPlus,September
Fahrrad,7000,No,None,1.3,17.5,Hepster,6,north rhine-westphalia,Premium,September
Fahrrad,7000,No,None,2.1,17.83,Neodigital,7,north rhine-westphalia,Neo mobil S,September
Fahrrad,7000,No,None,1.4,18.33,GVO,8,north rhine-westphalia,TOP-VIT Plus,September
Fahrrad,7000,No,None,1.1,18.7,Hepster,9,north rhine-westphalia,Superior,September
Fahrrad,7000,No,None,1.3,18.84,Ammerländer,10,north rhine-westphalia,Classic,September
Fahrrad,7000,No,Performance recommendation,1.0,19.28,Janitos,11,north rhine-westphalia,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,7000,No,None,1.7,23.31,ADAC,12,north rhine-westphalia,Einzel Kombi,September
Fahrrad,7000,No,None,1.6,24.02,Neodigital,13,north rhine-westphalia,Neo mobil M,September
Fahrrad,7000,No,None,1.0,24.9,Neodigital,14,north rhine-westphalia,Neo mobil L,September
Fahrrad,7000,No,None,1.7,25.9,ADAC,15,north rhine-westphalia,Einzel Kombi für Nicht-Mitglieder,September
Fahrrad,7000,No,None,2.3,26.57,Bikmo,16,north rhine-westphalia,Plus,September
Fahrrad,7000,No,None,2.2,41.79,Verias,17,north rhine-westphalia,Comfort,September
Fahrrad,7000,No,None,1.4,48.06,Adam Riese,18,north rhine-westphalia,Tarif XL,September
Fahrrad,7000,No,None,2.1,50.12,Verias,19,north rhine-westphalia,Premium,September
Fahrrad,7000,No,None,1.3,52.87,Adam Riese,20,north rhine-westphalia,Tarif XXL,September
Fahrrad,6000,No,Price-performance recommendation,1.3,11.94,Schutzgarant,1,north rhine-westphalia,BronzePlus,September
Fahrrad,6000,No,None,1.5,12.7,Hepster,2,north rhine-westphalia,Basic,September
Fahrrad,6000,No,None,1.5,12.86,MVK,3,north rhine-westphalia,Klassik,September
Fahrrad,6000,No,None,1.6,13.04,GVO,4,north rhine-westphalia,TOP-VIT,September
Fahrrad,6000,No,None,1.2,13.81,Schutzgarant,5,north rhine-westphalia,GoldPlus,September
Fahrrad,6000,No,None,2.1,15.28,Neodigital,6,north rhine-westphalia,Neo mobil S,September
Fahrrad,6000,No,None,1.3,15.8,Hepster,7,north rhine-westphalia,Premium,September
Fahrrad,6000,No,None,1.4,15.83,GVO,8,north rhine-westphalia,TOP-VIT Plus,September
Fahrrad,6000,No,None,1.1,16.8,Hepster,9,north rhine-westphalia,Superior,September
Fahrrad,6000,No,None,1.3,16.86,Ammerländer,10,north rhine-westphalia,Classic,September
Fahrrad,6000,No,Performance recommendation,1.0,16.89,Janitos,11,north rhine-westphalia,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,6000,No,None,1.6,20.59,Neodigital,12,north rhine-westphalia,Neo mobil M,September
Fahrrad,6000,No,None,1.7,20.72,ADAC,13,north rhine-westphalia,Einzel Kombi,September
Fahrrad,6000,No,None,1.0,21.34,Neodigital,14,north rhine-westphalia,Neo mobil L,September
Fahrrad,6000,No,None,2.3,22.79,Bikmo,15,north rhine-westphalia,Plus,September
Fahrrad,6000,No,None,1.7,23.02,ADAC,16,north rhine-westphalia,Einzel Kombi für Nicht-Mitglieder,September
Fahrrad,6000,No,None,2.2,35.82,Verias,17,north rhine-westphalia,Comfort,September
Fahrrad,6000,No,None,2.1,42.96,Verias,18,north rhine-westphalia,Premium,September
Fahrrad,6000,No,None,1.4,43.48,Adam Riese,19,north rhine-westphalia,Tarif XL,September
Fahrrad,6000,No,None,1.3,47.83,Adam Riese,20,north rhine-westphalia,Tarif XXL,September
Fahrrad,5000,No,Cheap,1.5,9.77,Hepster,1,north rhine-westphalia,Basic,September
Fahrrad,5000,No,None,1.6,9.79,GVO,2,north rhine-westphalia,TOP-VIT,September
Fahrrad,5000,No,Price-performance recommendation,1.3,9.8,Schutzgarant,3,north rhine-westphalia,BronzePlus,September
Fahrrad,5000,No,None,1.5,11.39,MVK,4,north rhine-westphalia,Klassik,September
Fahrrad,5000,No,None,1.2,12.01,Schutzgarant,5,north rhine-westphalia,GoldPlus,September
Fahrrad,5000,No,None,2.1,12.74,Neodigital,6,north rhine-westphalia,Neo mobil S,September
Fahrrad,5000,No,None,1.4,13.08,GVO,7,north rhine-westphalia,TOP-VIT Plus,September
Fahrrad,5000,No,None,1.3,13.9,Hepster,8,north rhine-westphalia,Premium,September
Fahrrad,5000,No,None,1.1,14.3,Hepster,9,north rhine-westphalia,Superior,September
Fahrrad,5000,No,None,1.3,14.38,Ammerländer,10,north rhine-westphalia,Classic,September
Fahrrad,5000,No,Performance recommendation,1.0,14.57,Janitos,11,north rhine-westphalia,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,5000,No,None,1.7,16.89,ADAC,12,north rhine-westphalia,Einzel Kombi,September
Fahrrad,5000,No,None,1.6,17.16,Neodigital,13,north rhine-westphalia,Neo mobil M,September
Fahrrad,5000,No,None,1.0,17.79,Neodigital,14,north rhine-westphalia,Neo mobil L,September
Fahrrad,5000,No,None,1.7,18.76,ADAC,15,north rhine-westphalia,Einzel Kombi für Nicht-Mitglieder,September
Fahrrad,5000,No,None,2.3,19.01,Bikmo,16,north rhine-westphalia,Plus,September
Fahrrad,5000,No,None,2.2,29.85,Verias,17,north rhine-westphalia,Comfort,September
Fahrrad,5000,No,None,2.1,35.8,Verias,18,north rhine-westphalia,Premium,September
Fahrrad,5000,No,None,1.4,38.89,Adam Riese,19,north rhine-westphalia,Tarif XL,September
Fahrrad,5000,No,None,1.3,42.78,Adam Riese,20,north rhine-westphalia,Tarif XXL,September
Fahrrad,4500,No,Price-performance recommendation,1.3,8.83,Schutzgarant,1,north rhine-westphalia,BronzePlus,September
Fahrrad,4500,No,None,1.6,9.17,GVO,2,north rhine-westphalia,TOP-VIT,September
Fahrrad,4500,No,None,1.5,9.49,Hepster,3,north rhine-westphalia,Basic,September
Fahrrad,4500,No,None,1.4,10.58,GVO,4,north rhine-westphalia,TOP-VIT Plus,September
Fahrrad,4500,No,Performance recommendation,1.0,10.75,Janitos,5,north rhine-westphalia,Fahrrad- und E-Bike-Versicherung,September
Fahrrad,4500,No,None,1.5,10.82,MVK,6,north rhine-westphalia,Klassik,September
Fahrrad,4500,No,None,2.1,11.46,Neodigital,7,north rhine-westphalia,Neo mobil S,September
Fahrrad,4500,No,None,1.2,11.49,Schutzgarant,8,north rhine-westphalia,GoldPlus,September
Fahrrad,4500,No,None,1.3,12.4,Hepster,9,north rhine-westphalia,Premium,September
